tweet_id,retweets,favorites
667495797102141441,262,510
667491009379606528,221,525
667470559035432960,96,252
667455448082227200,59,187
667453023279554560,88,304
667443425659232256,561,767
667437278097252352,230,442
667435689202614272,83,303
667405339315146752,217,457
667393430834667520,53,190
667369227918143488,159,358
667211855547486208,239,480
667200525029539841,256,604
667192066997374976,101,377
667188689915760640,401,733
667182792070062081,6033,14096
667177989038297088,55,188
667176164155375616,450,603
667174963120574464,79,238
667171260800061440,85,218
667165590075940865,1108,2632
667160273090932737,61,251
667152164079423490,16574,46807
667138269671505920,2150,4522
667119796878725120,127,323
667090893657276420,122,328
667073648344346624,119,391
667070482143944705,14,82
667065535570550784,44,162
667062181243039745,51,212
667044094246576128,49,181
667012601033924608,215,439
666996132027977728,91,239
666983947667116034,954,2494
666837028449972224,540,795
666835007768551424,77,208
666826780179869698,92,247
666817836334096384,242,503
666804364988780544,88,230
666786068205871104,474,736
666781792255496192,183,375
666776908487630848,170,338
666739327293083650,64,229
666701168228331520,212,423
666691418707132416,46,185
666649482315059201,596,1090
666644823164719104,77,226
666454714377183233,204,503
666447344410484738,19,99
666437273139982337,44,119
666435652385423360,51,160
666430724426358785,182,305
666428276349472768,79,159
666421158376562688,110,308
666418789513326592,44,118
666411507551481857,314,423
666407126856765440,36,102
666396247373291520,80,161
666373753744588802,86,178
666362758909284353,538,748
666353288456101888,71,210
666345417576210432,130,281
666337882303524864,87,188
666293911632134144,329,479
666287406224695296,63,141
666273097616637952,74,165
666268910803644416,32,99
666104133288665088,6179,13792
666102155909144576,11,75
666099513787052032,63,146
666094000022159362,68,158
666082916733198337,42,108
666073100786774016,150,309
666071193221509120,55,139
666063827256086533,202,455
666058600524156928,56,108
666057090499244032,131,279
666055525042405380,226,419
666051853826850816,805,1166
666050758794694657,56,128
666049248165822465,41,102
666044226329800704,135,282
666033412701032449,43,120
666029285002620928,45,124
666020888022790149,481,2477
